city,cityid,cloudiness,country,date_time,humidity,lat,lon,max_temp,temp,wind
guaruja,3461789.0,20.0,BR,1607567891.0,77.0,-23.99,-46.26,20.0,19.39,3.1
gourcy,2360238.0,0.0,BF,1607567891.0,22.0,13.22,-2.35,23.17,23.17,5.55
richards bay,962367.0,90.0,ZA,1607567891.0,88.0,-28.78,32.04,22.13,22.13,1.64
cukai,1732945.0,20.0,MY,1607567891.0,74.0,4.25,103.42,29.0,28.94,3.1
kingisepp,548602.0,69.0,RU,1607567891.0,90.0,59.37,28.61,-3.96,-3.96,3.32
trincomalee,1226260.0,38.0,LK,1607567892.0,75.0,8.57,81.23,26.7,26.7,4.8
waipawa,2206874.0,100.0,NZ,1607567892.0,82.0,-41.41,175.52,18.33,18.16,2.1
karaton,1630058.0,20.0,ID,1607567892.0,66.0,-6.34,106.1,30.0,30.0,6.2
alamogordo,5454627.0,1.0,US,1607567644.0,24.0,32.9,-105.96,9.0,7.95,1.5
tigil,2120612.0,100.0,RU,1607567892.0,97.0,57.8,158.67,-8.23,-8.23,3.01
tambilil,1683602.0,20.0,PH,1607567893.0,55.0,5.96,124.67,31.0,31.0,2.6
sola,2134814.0,92.0,VU,1607567893.0,81.0,-13.88,167.55,28.09,28.09,6.98
metro,1635283.0,12.0,ID,1607567893.0,65.0,-5.11,105.31,29.85,29.85,1.13
saint george,5546220.0,1.0,US,1607567729.0,15.0,37.1,-113.58,11.0,10.47,1.02
lubango,3347762.0,51.0,AO,1607567893.0,31.0,-14.92,13.49,16.29,16.29,1.12
severo-kurilsk,2121385.0,93.0,RU,1607567894.0,89.0,50.68,156.12,-2.84,-2.84,9.98
vung tau,1562414.0,9.0,VN,1607567613.0,80.0,10.35,107.08,26.75,26.75,1.8
gejiu,1810240.0,55.0,CN,1607567894.0,90.0,23.31,103.16,10.4,10.4,2.26
katherine,2068655.0,75.0,AU,1607567894.0,52.0,-14.47,132.27,34.0,34.0,1.5
muros,3115824.0,100.0,ES,1607567894.0,94.0,42.78,-9.06,15.0,14.23,1.34
anamur,323828.0,75.0,TR,1607567895.0,87.0,36.08,32.84,14.0,14.0,2.6
cabo san lucas,3985710.0,90.0,MX,1607567895.0,73.0,22.89,-109.91,23.33,23.2,1.5
kyabe,2429344.0,100.0,TD,1607567895.0,23.0,9.45,18.94,22.3,22.3,1.78
adrar,2381972.0,94.0,MR,1607567895.0,31.0,20.5,-10.07,13.83,13.83,4.55
anadyr,2127202.0,20.0,RU,1607567895.0,92.0,64.75,177.48,-4.0,-4.0,5.0
tessalit,2449893.0,0.0,ML,1607567896.0,28.0,20.2,1.01,15.48,15.48,4.71
beringovskiy,2126710.0,78.0,RU,1607567896.0,95.0,63.05,179.32,-6.77,-6.77,1.53
daru,2098329.0,99.0,PG,1607567896.0,72.0,-9.08,143.21,29.37,29.37,3.64
kuryk,609919.0,1.0,KZ,1607567896.0,93.0,43.2,51.65,-3.33,-3.33,3.49
gisborne,2206854.0,0.0,NZ,1607567896.0,44.0,-38.65,178.0,27.22,27.22,4.92
qostanay,1519928.0,90.0,KZ,1607567827.0,100.0,53.17,63.58,-8.0,-8.0,3.0
grand gaube,934479.0,62.0,MU,1607567897.0,79.0,-20.01,57.66,25.0,25.0,3.58
port lincoln,2063036.0,29.0,AU,1607567897.0,61.0,-34.73,135.87,18.86,18.86,9.7
cururupu,3401148.0,100.0,BR,1607567601.0,84.0,-1.83,-44.87,25.51,25.51,2.52
lompoc,5367788.0,1.0,US,1607567897.0,50.0,34.64,-120.46,13.0,12.22,2.1
namatanai,2090021.0,83.0,PG,1607567898.0,70.0,-3.67,152.43,29.24,29.24,2.85
raga,368246.0,92.0,SS,1607567898.0,26.0,8.46,25.68,19.75,19.75,1.6
podor,2245170.0,100.0,MR,1607567898.0,22.0,16.65,-14.96,21.45,21.45,4.97
mitha tiwana,1170222.0,0.0,PK,1607567898.0,60.0,32.25,72.11,15.11,15.11,1.25
cap-chat,5915359.0,99.0,CA,1607567898.0,85.0,49.1,-66.68,-4.0,-4.0,3.1
lodhran,1171965.0,0.0,PK,1607567837.0,68.0,29.54,71.63,14.76,14.76,2.89
korla,1529376.0,0.0,CN,1607567755.0,87.0,41.76,86.15,-3.14,-3.14,0.27
bongandanga,218229.0,93.0,CD,1607567899.0,98.0,1.5,21.05,20.6,20.6,1.27
qasigiannguit,3420768.0,90.0,GL,1607567899.0,44.0,68.82,-51.19,-7.0,-7.0,3.6
xinmin,2033675.0,0.0,CN,1607567900.0,78.0,41.99,122.83,0.0,0.0,2.0
bosaso,64013.0,23.0,SO,1607567900.0,68.0,11.28,49.18,24.7,24.7,4.75
kenitra,2544571.0,75.0,MA,1607567900.0,100.0,34.26,-6.58,11.0,11.0,2.51
rio gallegos,3838859.0,75.0,AR,1607567901.0,71.0,-51.62,-69.22,13.0,13.0,1.0
ginda,1253628.0,72.0,IN,1607567901.0,39.0,30.69,78.49,11.9,11.9,1.51
samarai,2132606.0,62.0,PG,1607567901.0,69.0,-10.62,150.67,29.13,29.13,3.96
sioux lookout,6148373.0,90.0,CA,1607567901.0,98.0,50.1,-91.92,0.0,0.0,2.1
kasongo-lunda,2315026.0,100.0,CD,1607567901.0,93.0,-6.47,16.82,20.98,20.98,0.53
key west,4160812.0,1.0,US,1607567902.0,67.0,24.56,-81.78,17.78,17.21,4.1
manta,3654410.0,40.0,EC,1607567781.0,73.0,-0.95,-80.73,24.0,24.0,2.1
coruripe,3465329.0,60.0,BR,1607567902.0,81.0,-10.13,-36.18,24.85,24.85,6.01
quatre cocos,1106643.0,75.0,MU,1607567902.0,88.0,-20.21,57.76,25.0,24.52,5.1
la paz,3911925.0,75.0,BO,1607567705.0,81.0,-16.5,-68.15,8.0,8.0,4.1
jardim,3460087.0,10.0,BR,1607567903.0,50.0,-21.48,-56.14,21.45,21.45,0.82
katangli,2122783.0,100.0,RU,1607567903.0,90.0,51.71,143.23,-9.09,-9.09,1.11
progreso,3521108.0,0.0,MX,1607567635.0,63.0,21.28,-89.67,19.56,19.56,2.42
phangnga,1151464.0,20.0,TH,1607567903.0,61.0,8.45,98.53,28.0,28.0,4.6
bojnurd,140380.0,90.0,IR,1607567903.0,95.0,37.47,57.33,1.0,1.0,1.79
biala podlaska,776175.0,100.0,PL,1607567729.0,96.0,52.03,23.12,-0.89,-0.89,6.95
sumbe,3346015.0,92.0,AO,1607567904.0,79.0,-11.21,13.84,23.74,23.74,1.89
roma,5134295.0,90.0,US,1607567644.0,89.0,43.21,-75.46,2.22,1.32,3.6
tromso,6453316.0,75.0,NO,1607567904.0,86.0,69.65,18.96,3.0,2.29,5.7
maridi,370457.0,42.0,SS,1607567905.0,75.0,4.92,29.47,21.02,21.02,1.2
tocopilla,3869716.0,3.0,CL,1607567513.0,56.0,-22.09,-70.2,17.83,17.83,1.7
aksu,1529660.0,83.0,CN,1607567905.0,93.0,41.12,80.26,-4.01,-4.01,0.48
asau,686090.0,100.0,RO,1607567905.0,11.0,46.43,26.4,-0.56,-0.56,1.5
yulara,6355222.0,90.0,AU,1607567905.0,77.0,-25.24,130.99,19.0,19.0,7.2
olkhovatka,515539.0,0.0,RU,1607567905.0,89.0,50.28,39.29,-7.84,-7.84,4.89
puerto madryn,3840092.0,0.0,AR,1607567775.0,62.0,-42.77,-65.04,15.0,15.0,6.39
san alberto,3670242.0,99.0,CO,1607567906.0,78.0,7.76,-73.39,23.96,23.96,1.9
clyde river,5924351.0,90.0,CA,1607567906.0,92.0,70.47,-68.59,-11.0,-11.0,1.0
aktau,610612.0,0.0,KZ,1607567848.0,78.0,43.65,51.2,-12.0,-12.0,2.0
kalabo,915471.0,100.0,ZM,1607567906.0,85.0,-14.97,22.68,19.46,19.46,1.84
quelimane,1028434.0,0.0,MZ,1607567907.0,94.0,-17.88,36.89,23.0,22.89,1.0
basti,1276736.0,0.0,IN,1607567907.0,44.0,26.8,82.72,19.52,19.52,1.69
hegang,2036986.0,10.0,CN,1607567907.0,86.0,47.4,130.37,-8.12,-8.12,1.97
oskaloosa,4870239.0,1.0,US,1607567907.0,61.0,41.3,-92.64,8.0,7.36,1.54
ringkobing,2614776.0,100.0,DK,1607567908.0,80.0,56.09,8.24,4.44,3.89,3.55
avera,4231997.0,1.0,US,1607567908.0,76.0,33.19,-82.53,9.0,7.08,2.1
xingyi,1787599.0,100.0,CN,1607567908.0,89.0,24.19,102.82,11.13,11.13,1.84
opuwo,3354077.0,94.0,NA,1607567908.0,28.0,-18.06,13.84,17.71,17.71,0.5
jinji,1805515.0,69.0,CN,1607567909.0,56.0,23.23,110.83,17.38,17.38,2.77
muroto,1856392.0,20.0,JP,1607567909.0,59.0,33.28,134.15,17.0,17.0,1.0
meadow lake,5478673.0,1.0,US,1607567909.0,23.0,34.8,-106.54,5.0,3.28,2.6
astana,1526273.0,90.0,KZ,1607567824.0,92.0,51.18,71.45,-10.0,-10.0,2.0
bairiki,7601762.0,20.0,KI,1607567909.0,70.0,1.33,172.98,30.0,30.0,3.6
onega,515246.0,0.0,RU,1607567910.0,94.0,63.91,38.14,-2.81,-2.81,4.54
ibra,287832.0,0.0,OM,1607567910.0,89.0,22.69,58.53,14.72,14.72,0.72
port blair,1259385.0,75.0,IN,1607567910.0,65.0,11.67,92.75,27.84,27.84,4.27
salta,3838233.0,0.0,AR,1607567911.0,68.0,-24.79,-65.41,22.0,22.0,1.5
broome,5110365.0,90.0,US,1607567911.0,100.0,42.25,-75.83,1.67,0.49,4.1
trogir,3188763.0,93.0,HR,1607567911.0,76.0,43.51,16.25,9.0,8.26,2.1
bodhan,1275391.0,34.0,IN,1607567911.0,55.0,18.67,77.9,21.41,21.41,1.14
mazagao,3395042.0,40.0,BR,1607567912.0,100.0,-0.12,-51.29,25.0,25.0,1.0
dafeng,1814435.0,97.0,CN,1607567912.0,57.0,23.45,108.59,15.84,15.84,2.22
kupang,2057087.0,40.0,ID,1607567815.0,59.0,-10.17,123.58,32.0,32.0,6.2
jinchang,1805733.0,0.0,CN,1607567912.0,76.0,38.5,102.17,-3.43,-3.43,0.35
yarada,1252783.0,0.0,IN,1607567912.0,88.0,17.65,83.27,19.0,19.0,1.0
bardsir,124647.0,92.0,IR,1607567913.0,86.0,29.92,56.57,4.0,4.0,2.1
vostok,2013279.0,90.0,RU,1607567913.0,95.0,46.49,135.88,-7.55,-7.55,1.61
sagarejo,612230.0,90.0,GE,1607567913.0,100.0,41.73,45.33,1.0,1.0,0.57
paamiut,3421193.0,0.0,GL,1607567722.0,73.0,61.99,-49.67,-2.9,-2.9,1.85
bubaque,2374583.0,0.0,GW,1607567914.0,57.0,11.28,-15.83,27.5,27.5,5.64
faya,110690.0,0.0,SA,1607567914.0,52.0,18.39,42.45,10.0,9.0,0.74
codrington,2171099.0,0.0,AU,1607567914.0,58.0,-38.27,141.97,14.96,14.96,8.46
buraydah,107304.0,0.0,SA,1607567914.0,100.0,26.33,43.98,12.0,12.0,4.1
wanaka,2184707.0,60.0,NZ,1607567915.0,38.0,-44.7,169.15,21.3,21.3,3.24
deputatskiy,2028164.0,37.0,RU,1607567915.0,84.0,69.3,139.9,-36.34,-36.34,1.0
clarksville,4613868.0,1.0,US,1607567664.0,61.0,36.53,-87.36,8.0,7.55,1.98
cabedelo,3404558.0,20.0,BR,1607567915.0,83.0,-6.98,-34.83,25.0,25.0,2.6
mandera,187896.0,95.0,KE,1607567916.0,56.0,3.94,41.87,23.9,23.9,2.16
sosnovo-ozerskoye,2016216.0,1.0,RU,1607567916.0,82.0,52.52,111.54,-20.19,-20.19,9.02
sobolevo,525426.0,0.0,RU,1607567916.0,91.0,54.43,31.9,-6.92,-6.92,4.75
ganta,2277197.0,35.0,LR,1607567917.0,99.0,7.3,-8.53,20.83,20.83,0.93
awbari,2219235.0,67.0,LY,1607567917.0,43.0,26.59,12.78,11.1,11.1,2.81
vila franca do campo,3372472.0,75.0,PT,1607567917.0,93.0,37.72,-25.43,16.0,16.0,4.6
nanchong,1800146.0,89.0,CN,1607567917.0,73.0,30.8,106.08,10.75,10.75,2.06
brownwood,4676798.0,1.0,US,1607567917.0,45.0,31.71,-98.99,8.0,8.0,3.69
lensk,2020838.0,98.0,RU,1607567918.0,86.0,60.73,114.93,-27.07,-27.07,0.92
maxixe,1039536.0,0.0,MZ,1607567888.0,82.0,-23.86,35.35,21.5,21.5,2.07
viterbo,3164038.0,78.0,IT,1607567919.0,94.0,42.42,12.08,7.22,6.45,0.45
claremont,5337696.0,1.0,US,1607567778.0,27.0,34.1,-117.72,17.22,15.78,4.6
black forest,5414069.0,1.0,US,1607567919.0,18.0,39.01,-104.7,4.44,1.7,5.7
tulun,2014927.0,99.0,RU,1607567920.0,86.0,54.56,100.58,-18.15,-18.15,2.46
livada,674679.0,100.0,RO,1607567920.0,93.0,47.87,23.13,6.11,6.08,3.1
hualmay,3939761.0,100.0,PE,1607567920.0,85.0,-11.1,-77.61,19.38,19.38,4.0
marsa matruh,352733.0,0.0,EG,1607567658.0,71.0,31.35,27.25,11.0,11.0,4.63
bihoro,2127383.0,75.0,JP,1607567920.0,59.0,43.82,144.1,3.33,2.56,0.5
belmonte,3470137.0,20.0,BR,1607567863.0,83.0,-15.86,-38.88,24.0,24.0,3.1
sibu,1735902.0,40.0,MY,1607567921.0,83.0,2.3,111.82,28.0,27.86,1.0
pendleton,5745380.0,1.0,US,1607567921.0,75.0,45.67,-118.79,5.56,4.37,3.6
bela,1276574.0,0.0,IN,1607567921.0,49.0,25.93,81.98,20.48,20.48,2.12
stykkisholmur,3412888.0,100.0,IS,1607567921.0,94.0,65.08,-22.73,0.74,0.74,6.81
amapa,3407762.0,40.0,BR,1607567921.0,98.0,1.0,-52.0,22.43,22.43,1.15
tazovskiy,1489853.0,63.0,RU,1607567922.0,90.0,67.47,78.7,-24.29,-24.29,4.37
isangel,2136825.0,98.0,VU,1607567922.0,72.0,-19.55,169.27,28.55,28.55,7.08
pingdingshan,1798827.0,28.0,CN,1607567922.0,47.0,33.74,113.3,9.72,9.72,3.81
teguise,2510573.0,0.0,ES,1607567922.0,72.0,29.06,-13.56,18.0,18.0,5.7
mikhaylovka,527012.0,0.0,RU,1607567922.0,92.0,50.06,43.24,-10.09,-10.09,3.08
bowen,2174444.0,38.0,AU,1607567923.0,58.0,-20.02,148.23,30.0,30.0,8.7
dawlatabad,1142226.0,67.0,AF,1607567923.0,95.0,36.41,64.91,0.09,0.09,0.36
khasan,2039557.0,0.0,RU,1607567923.0,76.0,42.43,130.64,1.86,1.86,1.87
atambua,1651103.0,100.0,ID,1607567923.0,59.0,-9.11,124.89,30.06,30.06,2.59
colchester,2652618.0,97.0,GB,1607567691.0,93.0,51.89,0.9,6.67,6.15,3.6
kazerun,128321.0,0.0,IR,1607567924.0,54.0,29.62,51.65,9.42,9.42,0.68
marsh harbour,3571913.0,0.0,BS,1607567717.0,56.0,26.54,-77.06,19.23,19.23,2.57
pitimbu,3391889.0,20.0,BR,1607567924.0,83.0,-7.47,-34.81,25.0,25.0,2.6
pedraza,3672633.0,100.0,CO,1607567924.0,90.0,10.19,-74.92,24.62,24.62,2.69
novyy urengoy,1496511.0,100.0,RU,1607567925.0,93.0,66.08,76.63,-16.79,-16.79,7.68
